time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource,ClosestZIP,ZipSTATE,ZipCITY,DistKMeq2zip
2018-08-08T03:40:32.140Z,31.9001667,-115.8408333,6.12,3.07,ml,21,116,0.1385,0.29,ci,ci38240800,2018-10-17T18:11:44.040Z,"72km ENE of Maneadero, B.C., MX",earthquake,0.48,1.82,0.15,90,reviewed,ci,ci,92249,CA,Heber,98.88531629
2018-08-08T02:57:26.300Z,36.8451,-97.6978,6.957,3.4,mwr,,39,,0.2,us,us1000g566,2018-10-17T18:11:55.040Z,"5km NE of Medford, Oklahoma",earthquake,0.8,2.2,0.054,33,reviewed,tul,us,73758,OK,Manchester,9.635027261
2018-08-06T11:02:21.140Z,31.9031667,-115.8373333,7.78,3.25,ml,27,133,0.1383,0.26,ci,ci38239744,2018-10-17T18:11:44.040Z,"72km ENE of Maneadero, B.C., MX",earthquake,0.45,1.11,0.195,186,reviewed,ci,ci,92249,CA,Heber,98.45119804
2018-08-06T10:39:22.600Z,36.4561,-98.7891,6.28,3,ml,,32,,0.5,us,us1000g426,2018-10-17T18:11:55.040Z,"34km NW of Fairview, Oklahoma",earthquake,3.1,6.8,,,reviewed,tul,tul,73747,OK,Isabella,26.68983453
2018-08-04T14:38:15.900Z,43.847,-128.5593,10,3.2,ml,,272,3.266,0.92,us,us1000g3gl,2018-10-16T15:34:13.040Z,Off the coast of Oregon,earthquake,5,2,0.055,44,reviewed,us,us,97411,OR,Bandon,346.8290437
2018-08-04T13:48:49.310Z,33.9323333,-116.8278333,6.18,3.13,ml,131,20,0.04082,0.17,ci,ci38237088,2018-10-16T15:34:05.040Z,"4km WNW of Cabazon, CA",earthquake,0.1,0.33,0.158,288,reviewed,ci,ci,92220,CA,Banning,3.658484162
2018-08-03T20:58:21.400Z,36.482,-97.7331,4.843,3.2,ml,,35,,0.18,us,us1000g2zl,2018-10-16T15:34:13.040Z,"16km NE of Enid, Oklahoma",earthquake,1.2,1.8,,,reviewed,tul,tul,74640,OK,Hunter,11.06280413
2018-08-02T05:14:40.180Z,19.8466,-64.1775,97,3.28,md,4,346,2.3872,0.32,pr,pr2018214001,2018-10-16T15:34:17.040Z,"169km NNE of Road Town, British Virgin Islands",earthquake,8.3,22.25,0.34,4,reviewed,pr,pr,00830,VI,St John,178.9150013
2018-08-01T10:11:14.000Z,35.0409,-97.5912,6.139,3.4,mwr,,43,,0.31,us,us2000giuy,2018-10-16T15:34:14.040Z,"12km SSE of Blanchard, Oklahoma",earthquake,1.8,5.3,0.044,50,reviewed,tul,us,73010,OK,Blanchard,8.360799459
2018-08-01T04:13:50.710Z,50.5547,-129.8953,10,4.3,mwr,,162,1.126,0.98,us,us2000gir2,2018-10-16T15:34:16.040Z,"175km W of Port Hardy, Canada",earthquake,8.4,2,0.086,13,reviewed,us,us,98357,WA,Neah Bay,454.866497
2018-07-31T05:12:54.700Z,36.7774,-98.6821,11.247,3.2,ml,,103,,0.66,us,us2000ghwx,2018-10-16T15:34:13.040Z,"3km SSW of Alva, Oklahoma",earthquake,1.3,8,,,reviewed,tul,tul,73717,OK,Alva,6.62891482
2018-07-30T22:22:53.470Z,38.0828333,-122.4096667,11.95,3.66,mw,249,27,0.0684,0.16,nc,nc73061391,2019-02-17T15:53:07.990Z,"10km ESE of Black Point-Green Point, CA",earthquake,0.09,0.18,,4,reviewed,nc,nc,94949,CA,Novato,11.75469902
2018-07-29T14:51:09.510Z,44.1002,-128.6437,10,4.4,mb,,200,3.337,0.54,us,us2000ggqu,2018-10-09T16:43:29.040Z,Off the coast of Oregon,earthquake,6,1.9,0.038,196,reviewed,us,us,97411,OR,Bandon,360.4985653
2018-07-29T14:48:25.870Z,43.9197,-128.8523,10,3.8,mb,,219,3.479,0.52,us,us2000ggqs,2018-10-09T16:43:29.040Z,Off the coast of Oregon,earthquake,9.4,1.9,0.147,12,reviewed,us,us,97411,OR,Bandon,371.5159967
2018-07-29T14:41:06.940Z,44.1653,-128.4972,10,3,ml,,262,3.238,0.48,us,us2000ggqj,2018-10-09T16:43:29.040Z,Off the coast of Oregon,earthquake,4.4,2,0.05,52,reviewed,us,us,97411,OR,Bandon,351.5398786
2018-07-29T14:27:09.830Z,44.0373,-128.6396,10,3.2,ml,,276,3.33,0.47,us,us2000ggq5,2018-10-09T16:43:29.040Z,Off the coast of Oregon,earthquake,5.3,2,0.056,42,reviewed,us,us,97411,OR,Bandon,358.2356949
2018-07-29T14:10:22.630Z,44.0248,-128.7797,10,5.3,mww,,101,3.43,0.81,us,us2000ggpr,2018-10-09T16:43:29.040Z,Off the coast of Oregon,earthquake,6.9,1.9,0.038,65,reviewed,us,us,97411,OR,Bandon,368.6753951
2018-07-29T13:54:07.330Z,31.8983333,-115.8495,6.57,4.02,mw,48,95,0.1352,0.3,ci,ci38232616,2018-10-09T16:43:19.040Z,"71km ENE of Maneadero, B.C., MX",earthquake,0.26,1.05,,7,reviewed,ci,ci,92249,CA,Heber,99.38770248
2018-07-28T07:57:11.570Z,36.7748333,-121.4168333,10.76,3.4,mw,79,34,0.02668,0.14,nc,nc73058601,2018-10-09T16:43:20.040Z,"6km SW of Ridgemark, CA",earthquake,0.14,0.28,,2,reviewed,nc,nc,95023,CA,Hollister,6.307559531
2018-07-28T04:12:19.750Z,31.3913333,-114.3925,5.94,3.5,mlr,4,152,0.5279,0.04,ci,ci38231872,2018-07-31T22:11:03.490Z,"106km SSE of Estacion Coahuila, B.C., MX",earthquake,0.71,31.61,0.093,23,reviewed,ci,ci,85336,AZ,Gadsden,131.6548242
2018-07-28T02:38:40.440Z,31.1809,-114.3925,6.37,4.3,mb,,158,0.418,1.18,us,us1000g1y8,2018-10-09T16:43:19.040Z,"49km ENE of San Felipe, Mexico",earthquake,6.4,5.2,0.147,13,reviewed,us,us,85336,AZ,Gadsden,154.3034703
2018-07-28T02:33:49.530Z,31.3986,-114.3941,10,4.8,mww,,76,0.531,1.1,us,us2000gft1,2018-10-09T16:43:19.040Z,"63km NE of San Felipe, Mexico",earthquake,5.4,1.9,0.055,32,reviewed,us,us,85336,AZ,Gadsden,130.8359765
2018-07-28T02:19:27.120Z,31.1845,-114.3418,10,4.3,mb,,130,0.46,1.02,us,us2000gilt,2018-10-09T16:43:19.040Z,"54km ENE of San Felipe, Mexico",earthquake,5.6,1.9,0.133,16,reviewed,us,us,85336,AZ,Gadsden,155.1058153
2018-07-27T10:43:06.600Z,36.8475,-97.6964,6.883,3.3,ml,,39,,0.2,us,us2000gf2c,2018-10-09T16:43:30.040Z,"5km NE of Medford, Oklahoma",earthquake,1,3,,,reviewed,tul,tul,73758,OK,Manchester,9.889686289
2018-07-27T10:06:44.100Z,36.6324,-98.5139,6.325,3.1,ml,,85,,0.15,us,us2000gf1m,2018-10-09T16:43:30.040Z,"19km SW of Cherokee, Oklahoma",earthquake,1.2,4.5,,,reviewed,tul,tul,73731,OK,Dacoma,5.481320083
2018-07-26T21:02:00.900Z,36.4462,-98.7791,7.796,3.3,ml,,35,,0.39,us,us2000gesi,2018-10-09T16:43:29.040Z,"33km NW of Fairview, Oklahoma",earthquake,2,5.3,,,reviewed,tul,tul,73747,OK,Isabella,25.36537872
2018-07-26T20:42:49.000Z,35.7956,-97.1937,5.407,3,ml,,28,,0.19,us,us2000gerv,2018-10-09T16:43:29.040Z,"14km N of Luther, Oklahoma",earthquake,1,2.7,,,reviewed,tul,tul,73058,OK,Meridian,3.711153024
2018-07-26T18:46:42.410Z,34.0036667,-117.0195,16.03,3.06,ml,148,25,0.07983,0.19,ci,ci38230752,2018-10-09T16:43:20.040Z,"4km ENE of Calimesa, CA",earthquake,0.1,0.25,0.13,278,reviewed,ci,ci,92320,CA,Calimesa,3.450739818
2018-07-26T07:22:26.100Z,39.232,-120.1126667,3.03,3.47,mw,37,30,0.2008,0.18,nc,nc73056106,2018-10-09T16:43:20.040Z,"5km NNW of Dollar Point, CA",earthquake,0.29,1.67,,4,reviewed,nc,nc,96148,CA,Tahoe Vista,3.904818423
2018-07-26T05:09:46.700Z,41.3812,-100.1229,1.23,3.6,mwr,,60,0.036,0.49,us,us2000ge60,2018-10-09T16:43:28.040Z,"34km ESE of Stapleton, Nebraska",earthquake,2.7,6.1,,8,reviewed,us,slm,69120,NE,Arnold,7.619850681
2018-07-26T01:38:22.710Z,38.8253333,-122.8065,2.57,3.44,ml,85,19,0.003397,0.06,nc,nc73055751,2018-10-09T16:43:20.040Z,"7km NW of The Geysers, CA",earthquake,0.09,0.14,0.193,78,reviewed,nc,nc,95426,CA,Cobb,6.37677631
2018-07-25T20:58:47.210Z,31.9713333,-116.2836667,18.32,3.02,ml,34,170,0.2872,0.18,ci,ci38230200,2018-10-09T16:43:19.040Z,"34km ENE of Ensenada, B.C., MX",earthquake,0.34,0.64,0.153,144,reviewed,ci,ci,92179,CA,San Diego,89.63709725
2018-07-25T20:17:56.910Z,31.9508333,-116.299,15.83,4.19,mw,32,115,0.3031,0.27,ci,ci38230144,2018-10-09T16:43:19.040Z,"32km ENE of Ensenada, B.C., MX",earthquake,0.41,1.53,,6,reviewed,ci,ci,92179,CA,San Diego,90.41851783
2018-07-25T05:06:06.740Z,40.3851667,-125.0523333,10.59,4.53,mw,46,243,0.5531,0.13,nc,nc73055086,2018-10-09T16:43:29.040Z,"65km W of Petrolia, CA",earthquake,0.96,2.35,,6,reviewed,nc,nc,95536,CA,Ferndale,66.91955102
2018-07-24T22:35:57.500Z,35.6707,-97.406,7.139,3.3,mwr,,32,,0.43,us,us2000gd45,2018-10-09T16:43:29.040Z,"6km ENE of Edmond, Oklahoma",earthquake,1.1,6,,12,reviewed,tul,slm,73083,OK,Edmond,5.389614697
2018-07-24T21:10:29.500Z,35.6711,-97.4003,6.654,3.2,ml,,20,,0.22,us,us2000gd18,2018-10-09T16:43:29.040Z,"7km ENE of Edmond, Oklahoma",earthquake,1.3,2.4,,,reviewed,tul,tul,73083,OK,Edmond,5.906427404
2018-07-24T18:57:16.900Z,42.0333,-126.6122,10,3.6,mb,,248,1.784,1.23,us,us2000gf7p,2018-10-09T16:43:29.040Z,"185km WSW of Gold Beach, Oregon",earthquake,9,2,0.25,5,reviewed,us,us,97464,OR,Ophir,189.640982
2018-07-24T18:56:36.860Z,42.0187,-127.9909,10,3.1,ml,,292,2.807,1.39,us,us2000gcx4,2018-10-09T16:43:29.040Z,"297km W of Gold Beach, Oregon",earthquake,5.6,2,0.052,48,reviewed,us,us,97464,OR,Ophir,296.88281
2018-07-24T17:52:03.680Z,41.7859,-126.8617,10,3.1,ml,,234,2.01,0.64,us,us2000gcw2,2018-10-09T16:43:29.040Z,"213km WSW of Gold Beach, Oregon",earthquake,8.5,2,0.043,70,reviewed,us,us,97415,OR,Brookings,219.5167549
2018-07-24T17:22:34.740Z,41.7482,-126.9917,10,4.9,mww,,174,2.113,1.05,us,us2000gcvi,2018-10-09T16:43:29.040Z,"224km WSW of Gold Beach, Oregon",earthquake,6.3,1.7,0.046,46,reviewed,us,us,97415,OR,Brookings,230.9155282
2018-07-24T14:44:52.570Z,41.8105,-126.8616,10,5.6,mww,,108,2.004,0.65,us,us2000gcpa,2018-10-09T16:43:29.040Z,"212km WSW of Gold Beach, Oregon",earthquake,8,1.8,0.032,93,reviewed,us,us,97444,OR,Gold Beach,218.8630596
2018-07-24T14:42:04.220Z,41.8083,-126.7405,10,4.3,mb,,207,1.916,0.91,us,us2000gcpe,2018-10-09T16:43:29.040Z,"202km WSW of Gold Beach, Oregon",earthquake,8.3,2,0.161,11,reviewed,us,us,97415,OR,Brookings,209.1787132
2018-07-24T14:38:30.470Z,41.8129,-126.7034,10,3.2,ml,,261,1.888,0.79,us,us2000gcnx,2018-10-09T16:43:29.040Z,"199km WSW of Gold Beach, Oregon",earthquake,9.5,2,0.049,54,reviewed,us,us,97415,OR,Brookings,206.0626622
2018-07-24T14:35:43.410Z,41.7631,-126.6931,10,4.3,mb,,198,1.893,0.53,us,us2000gcnz,2018-10-09T16:43:29.040Z,"201km WSW of Gold Beach, Oregon",earthquake,3.4,2,0.089,36,reviewed,us,us,97415,OR,Brookings,206.3483936
2018-07-24T14:33:26.060Z,41.7924,-126.7576,10,3.5,ml,,262,1.933,0.6,us,us2000gcnp,2018-10-09T16:43:29.040Z,"204km WSW of Gold Beach, Oregon",earthquake,9.4,2,0.043,70,reviewed,us,us,97415,OR,Brookings,210.9106491
2018-07-24T14:28:15.680Z,41.8055,-126.6563,10,5.2,mww,,192,1.856,0.91,us,us2000gcng,2018-10-09T16:43:29.040Z,"196km WSW of Gold Beach, Oregon",earthquake,8.6,1.9,0.042,54,reviewed,us,us,97415,OR,Brookings,202.3908884
2018-07-24T12:16:31.960Z,41.7122,-126.7798,10,4.9,mww,,193,1.969,0.91,us,us2000gck6,2018-10-09T16:43:29.040Z,"209km WSW of Gold Beach, Oregon",earthquake,6.7,2,0.039,62,reviewed,us,us,97415,OR,Brookings,214.6328657
2018-07-24T04:56:10.470Z,45.7115,-112.121,10.34,3.3,mwr,,85,0.363,0.72,us,us2000gccd,2018-10-09T16:43:28.040Z,"17km S of Whitehall, Montana",earthquake,2.3,4.7,,6,reviewed,us,slm,59751,MT,Silver Star,10.36812991
2018-07-23T13:40:34.800Z,33.9305,-116.8238333,5.97,3.03,ml,121,19,0.03703,0.16,ci,ci38228176,2018-10-09T16:43:20.040Z,"4km WNW of Cabazon, CA",earthquake,0.09,0.31,0.146,197,reviewed,ci,ci,92220,CA,Banning,3.929927035
2018-07-23T07:17:11.310Z,19.6658,-109.451,10,4.6,mb,,94,1.656,0.96,us,us2000gbpx,2018-10-09T16:43:30.040Z,"188km ENE of Socorro Island, Mexico",earthquake,7.4,1.9,0.055,100,reviewed,us,us,79845,TX,Presidio,1214.829588
2018-07-21T07:11:32.990Z,43.017,-100.5643,5,3.2,mwr,,41,0.779,0.57,us,us2000gahm,2019-04-08T08:24:53.886Z,"16km N of Valentine, Nebraska",earthquake,3.2,0.9,,5,reviewed,us,slm,57563,SD,Okreek,23.1106028
2018-07-20T21:01:54.600Z,35.8972,-97.2759,6.659,3.1,ml,,28,,0.48,us,us2000ga51,2018-10-04T14:15:33.040Z,"5km SSW of Langston, Oklahoma",earthquake,0.9,4,,,reviewed,tul,tul,73050,OK,Langston,5.296863199
2018-07-20T19:46:56.300Z,35.8955,-97.2745,7.285,3,ml,,28,,0.26,us,us2000ga2d,2018-10-04T14:15:33.040Z,"5km SSW of Langston, Oklahoma",earthquake,1,2.5,,,reviewed,tul,tul,73050,OK,Langston,5.434041064
2018-07-20T12:29:22.200Z,40.4051667,-125.2713333,24.17,3.05,ml,29,270,0.7162,0.25,nc,nc73050776,2018-10-04T14:15:32.040Z,"84km W of Petrolia, CA",earthquake,1.97,19.3,0.235,13,reviewed,nc,nc,95536,CA,Ferndale,85.1121275
2018-07-20T11:04:04.150Z,43.8606,-128.1734,10,3.9,mb,,185,2.987,1,us,us2000g9ma,2018-10-04T14:15:32.040Z,Off the coast of Oregon,earthquake,10.1,2,0.094,30,reviewed,us,us,97411,OR,Bandon,317.0930158
2018-07-18T05:19:28.400Z,36.6572,-98.467,7.343,3.2,ml,,69,,0.24,us,us2000g7ps,2018-10-04T14:15:32.040Z,"14km SW of Cherokee, Oklahoma",earthquake,1.2,1.7,,,reviewed,tul,tul,73731,OK,Dacoma,8.577773604
2018-07-18T04:48:52.000Z,36.6571,-98.4679,7.309,3,ml,,69,,0.47,us,us2000g7p9,2018-10-04T14:15:32.040Z,"14km SW of Cherokee, Oklahoma",earthquake,1.5,4.9,,,reviewed,tul,tul,73731,OK,Dacoma,8.498374741
2018-07-17T20:38:07.850Z,35.655,-97.4134,6,3.1,mb_lg,,35,0.034,0.21,us,us2000g7ar,2019-03-01T00:40:40.476Z,"5km E of Edmond, Oklahoma",earthquake,1.1,1.1,0.046,122,reviewed,us,us,73083,OK,Edmond,4.871396676
2018-07-13T21:00:06.490Z,31.2377,-103.5585,2.67,3,ml,,66,0.295,0.39,us,us2000g4kt,2018-10-02T16:40:40.040Z,"21km SSW of Pecos, Texas",earthquake,3.1,6.5,0.091,66,reviewed,us,us,79718,TX,Balmorhea,16.19065605
2018-07-13T18:04:54.640Z,44.3006,-114.9698,5,3.2,ml,,64,0.84,1.06,us,us2000g4dj,2018-10-02T16:40:39.040Z,"63km WSW of Challis, Idaho",earthquake,3.3,1.9,0.034,114,reviewed,us,us,83278,ID,Stanley,11.99334585
2018-07-13T06:06:05.700Z,36.4543,-98.7663,8.725,3.2,mwr,,38,,0.53,us,us2000g3qk,2018-10-02T16:40:37.040Z,"32km NW of Fairview, Oklahoma",earthquake,1.8,8,,7,reviewed,tul,slm,73747,OK,Isabella,24.84613854
2018-07-11T13:21:25.340Z,38.0585,-112.4008333,6.5,3.12,ml,30,48,0.1718,0.33,uu,uu60288487,2018-10-02T16:40:34.040Z,"25km SW of Junction, Utah",earthquake,0.5,1.6,0.097,22,reviewed,uu,uu,84723,UT,Circleville,20.16617453
2018-07-11T12:09:45.720Z,44.613,-124.3475,25.41,3,ml,17,229,0.2154,0.08,uw,uw61395262,2018-10-02T16:40:34.040Z,"23km W of Newport, Oregon",earthquake,0.41,0.53,0.242,12,reviewed,uw,uw,97366,OR,South Beach,24.46284984
2018-07-10T20:07:48.490Z,27.7479,-105.6469,10,4.2,mb,,105,0.808,0.88,us,us2000g1j3,2018-10-02T16:40:33.040Z,"19km SW of Naica, Mexico",earthquake,5.4,1.9,0.065,66,reviewed,us,us,79845,TX,Presidio,237.9118833
2018-07-10T11:56:36.000Z,36.848,-97.6983,7.906,3.1,ml,,39,,0.35,us,us2000g13l,2018-10-02T16:40:32.040Z,"5km NE of Medford, Oklahoma",earthquake,1.1,4.1,,,reviewed,tul,tul,73758,OK,Manchester,9.784762838
2018-07-10T11:08:37.420Z,34.0108333,-117.5846667,4.31,3.57,ml,199,11,0.02013,0.23,ci,ci37277082,2018-10-02T16:40:32.040Z,"6km SE of Ontario, CA",earthquake,0.1,0.3,0.176,345,reviewed,ci,ci,91748,CA,Rowland Heights,31.07197921
2018-07-10T07:18:17.500Z,36.2977,-97.5297,7.735,3.4,mwr,,25,,0.21,us,us2000g0xg,2018-10-02T16:40:31.040Z,"21km W of Perry, Oklahoma",earthquake,1.3,4.7,0.068,21,reviewed,tul,us,73730,OK,Covington,5.198944704
2018-07-10T00:00:07.050Z,37.1251667,-121.5265,7.26,3.06,ml,89,51,0.06921,0.06,nc,nc73042391,2019-04-11T20:18:44.022Z,"9km ENE of San Martin, CA",earthquake,0.09,0.28,0.132,47,reviewed,nc,nc,95046,CA,San Martin,8.062737076
2018-07-07T21:50:12.700Z,36.9859,-97.4955,5.353,3.4,ml,,67,,0.28,us,us2000fzbf,2018-09-27T14:03:44.040Z,"11km ESE of Caldwell, Kansas",earthquake,1.3,2.6,,,reviewed,tul,tul,74632,OK,Braman,14.98892592
2018-07-07T15:37:03.560Z,34.8028333,-116.2788333,3.14,3.55,ml,38,60,0.05327,0.16,ci,ci37275802,2018-09-27T14:03:43.040Z,"14km NW of Ludlow, CA",earthquake,0.15,0.55,0.155,316,reviewed,ci,ci,92356,CA,Lucerne Valley,7.543416108
2018-07-07T12:51:42.122Z,41.2208,-116.2746,4.1,3.3,ml,21,132.47,0.217,0.1143,nn,nn00643364,2018-09-27T14:03:43.040Z,"58km NNW of Carlin, Nevada",earthquake,,2,0.12,13,reviewed,nn,nn,89822,NV,Carlin,57.95492929
2018-07-05T15:17:36.947Z,35.8945,-115.7758,8.6,4.5,ml,59,40.27,0.303,0.2678,nn,nn00642964,2018-09-27T14:03:41.040Z,"15km WNW of Sandy Valley, Nevada",earthquake,,1.3,0.33,17,reviewed,nn,nn,89004,NV,Blue Diamond,26.24313765
2018-07-03T22:10:38.970Z,32.0171667,-114.9836667,19.11,3.07,ml,19,259,0.2955,0.3,ci,ci37274218,2018-09-27T14:03:39.040Z,"20km S of Estacion Coahuila, B.C., MX",earthquake,1.09,0.88,0.27,64,reviewed,ci,ci,85336,AZ,Gadsden,60.34109488
2018-07-03T21:16:08.620Z,36.9661,-104.8611,8.1,3.1,ml,,47,0.163,0.68,us,us2000fwa5,2018-09-27T14:03:39.040Z,"38km W of Raton, New Mexico",earthquake,1.7,8.3,0.091,16,reviewed,us,us,81091,CO,Weston,25.58126625
2018-07-03T20:15:21.310Z,41.398,-100.1417,3.06,3.6,mwr,,41,1.334,0.66,us,us2000fw8c,2018-09-27T14:03:39.040Z,"32km ESE of Stapleton, Nebraska",earthquake,4.3,7.6,0.083,14,reviewed,us,us,69120,NE,Arnold,5.250059477
2018-07-02T21:08:51.500Z,35.8906,-97.2822,6.136,3.5,ml,,41,,0.25,us,us2000fv2v,2018-09-27T14:03:38.040Z,"6km SSW of Langston, Oklahoma",earthquake,1.1,2.5,,,reviewed,tul,tul,73050,OK,Langston,6.187572453
2018-07-02T19:03:13.400Z,45.724,-112.1883,5,3.3,ml,,70,0.385,1.04,us,us2000fuw5,2018-09-27T14:03:37.040Z,"17km SSW of Whitehall, Montana",earthquake,2.6,1.9,0.053,46,reviewed,us,us,59751,MT,Silver Star,5.722668393
2018-07-02T16:25:52.250Z,41.404,-100.1756,5,3.8,mb_lg,,114,1.336,0.4,us,us2000fu0i,2018-09-27T14:03:37.040Z,"29km ESE of Stapleton, Nebraska",earthquake,4.2,2,0.046,124,reviewed,us,us,69120,NE,Arnold,2.713536135
2018-07-02T12:28:04.200Z,35.9739,-97.7967,5.676,3,ml,,17,,0.2,us,us2000ftxu,2018-09-27T14:03:37.040Z,"17km NE of Kingfisher, Oklahoma",earthquake,0.7,3.2,,,reviewed,tul,tul,73734,OK,Dover,10.44790189
2018-07-02T04:08:10.820Z,51.2095,-131.0083,10,4.1,mwr,,210,1.091,0.9,us,us2000g9gn,2018-09-27T14:03:48.040Z,"226km WSW of Bella Bella, Canada",earthquake,6.5,2,,,reviewed,us,pgc,99926,AK,Metlakatla,433.5715473
2018-07-02T00:16:07.070Z,19.6461,-64.5645,56,3.63,md,16,314,1.9777,0.43,pr,pr2018183000,2018-09-27T14:03:36.040Z,"123km NNE of Road Town, British Virgin Islands",earthquake,5.4,26.16,0.33,13,reviewed,pr,pr,00830,VI,St John,147.7150762
2018-07-02T00:03:12.700Z,36.7628,-98.0658,6.792,3.1,ml,,38,,0.29,us,us2000fte1,2018-09-27T14:03:36.040Z,"25km E of Cherokee, Oklahoma",earthquake,1.5,4.6,,,reviewed,tul,tul,73761,OK,Nash,10.96105837
2018-07-01T21:58:26.730Z,43.6125,-108.374,5,3,ml,,91,1.209,0.68,us,us2000ftas,2018-09-21T16:26:00.040Z,"13km WSW of Thermopolis, Wyoming",earthquake,1.8,2,0.048,57,reviewed,us,us,82443,WY,Thermopolis,18.18062848
2018-07-01T08:42:00.090Z,41.3603,-100.129,5,3.9,mwr,,60,1.368,0.27,us,us2000fsv1,2018-09-21T16:25:56.040Z,"34km ESE of Stapleton, Nebraska",earthquake,4.1,2,0.071,19,reviewed,us,us,69120,NE,Arnold,8.932743905
2018-07-01T08:12:17.630Z,41.3582,-100.1129,5,3.7,mwr,,93,1.366,1.04,us,us2000fsuc,2018-09-21T16:25:56.040Z,"36km ESE of Stapleton, Nebraska",earthquake,2.6,1.7,0.06,27,reviewed,us,us,69120,NE,Arnold,9.979107875
2018-07-01T02:58:14.200Z,35.8891,-97.2831,6.283,3.2,ml,,28,,0.23,us,us2000ftb2,2018-09-21T16:25:57.040Z,"6km SSW of Langston, Oklahoma",earthquake,1.1,1.9,,,reviewed,tul,tul,73050,OK,Langston,6.372744992
2018-06-30T08:14:15.030Z,34.942,-116.6586667,8.18,3.07,ml,32,36,0.1283,0.15,ci,ci37272234,2018-09-21T16:25:47.040Z,"34km E of Barstow, CA",earthquake,0.16,0.6,0.152,282,reviewed,ci,ci,92398,CA,Yermo,4.907939353
2018-06-30T06:44:01.120Z,34.9408333,-116.6601667,9.44,3.13,ml,32,36,0.1298,0.15,ci,ci37272194,2018-09-21T16:25:47.040Z,"33km E of Barstow, CA",earthquake,0.15,0.46,0.123,288,reviewed,ci,ci,92398,CA,Yermo,4.735786564
2018-06-30T06:28:14.500Z,35.3761,-98.1118,11.976,3.1,ml,,155,,0.59,us,us2000fs0u,2018-09-21T16:25:57.040Z,"15km W of Union City, Oklahoma",earthquake,2.2,8.3,,,reviewed,tul,tul,73090,OK,Union City,15.286904
2018-06-30T04:20:28.140Z,41.3841,-100.1549,5,4.1,mb,,23,1.35,0.75,us,us2000frxi,2018-09-21T16:25:56.040Z,"31km ESE of Stapleton, Nebraska",earthquake,3.7,1.9,0.064,66,reviewed,us,us,69120,NE,Arnold,5.518406743
2018-06-29T04:27:00.470Z,19.674,-67.777,70,3.37,md,18,248,1.3081,0.41,pr,pr2018180000,2018-09-21T16:25:56.040Z,"118km NNE of Punta Cana, Dominican Republic",earthquake,3.68,11.03,0.32,16,reviewed,pr,pr,00604,PR,Aguadilla,147.5422295
2018-06-28T23:49:11.100Z,38.8331667,-122.8018333,1.42,3.22,ml,78,29,0.01039,0.05,nc,nc73037206,2018-09-21T16:25:46.040Z,"7km W of Cobb, CA",earthquake,0.09,0.12,0.23,52,reviewed,nc,nc,95426,CA,Cobb,6.012406689
2018-06-27T14:04:25.230Z,37.2998,-97.4185,5,3.2,mb_lg,,98,0.228,0.26,us,us1000f3bb,2018-09-21T16:25:55.040Z,"5km NW of Wellington, Kansas",earthquake,1.6,2,0.044,134,reviewed,us,us,67152,KS,Wellington,2.129857384
2018-06-26T03:55:07.880Z,36.1699,-106.9229,2.8,3,ml,,72,1.279,0.9,us,us1000f1x7,2018-09-21T16:25:56.040Z,"16km N of Cuba, New Mexico",earthquake,2.4,5.9,0.048,56,reviewed,us,us,87027,NM,La Jara,5.091971008
2018-06-23T04:50:46.760Z,36.463,-121.0016667,8.73,3.06,ml,69,99,0.04074,0.08,nc,nc73034736,2018-09-19T15:15:56.040Z,"15km ESE of Pinnacles, CA",earthquake,0.15,0.29,0.118,34,reviewed,nc,nc,93902,CA,Salinas,16.85213637
2018-06-22T23:38:20.000Z,36.6684,-98.7615,6.545,3,ml,,80,,0.43,us,us1000ez6e,2018-09-19T15:15:55.040Z,"17km SSW of Alva, Oklahoma",earthquake,2.6,6.3,,,reviewed,tul,tul,73731,OK,Dacoma,17.72146136
2018-06-22T07:41:42.480Z,37.9911667,-121.7205,10.4,3.24,mw,188,37,0.03628,0.23,nc,nc73034206,2018-09-19T15:15:53.040Z,"1km SW of Oakley, CA",earthquake,0.12,0.29,,3,reviewed,nc,nc,94561,CA,Oakley,2.762063692
2018-06-22T03:29:55.200Z,36.1016,-97.8355,5.048,3.2,mwr,,36,,0.98,us,us1000ey9c,2018-09-19T15:15:53.040Z,"5km E of Hennessey, Oklahoma",earthquake,1.3,5.4,0.057,30,reviewed,tul,us,73734,OK,Dover,14.95499892
2018-06-20T08:11:47.860Z,32.6068333,-117.5406667,17.8,3.46,ml,55,183,0.2891,0.18,ci,ci38201312,2018-09-19T15:15:50.040Z,"35km WSW of Coronado, CA",earthquake,0.37,0.6,0.147,322,reviewed,ci,ci,92106,CA,San Diego,30.99691563
2018-06-20T01:20:32.260Z,34.9466667,-116.7413333,4.43,3.32,ml,39,48,0.1573,0.14,ci,ci38201136,2018-09-19T15:15:50.040Z,"26km ENE of Barstow, CA",earthquake,0.12,0.73,0.133,319,reviewed,ci,ci,92398,CA,Yermo,3.653121008
2018-06-19T16:00:38.600Z,36.2788,-97.5072,8.366,3.8,ml,,25,,0.15,us,us1000evlh,2018-09-19T15:15:49.040Z,"19km W of Perry, Oklahoma",earthquake,1.4,10.1,,,reviewed,tul,tul,73757,OK,Lucien,4.72859907
