time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource,ClosestZIP,ZipSTATE,ZipCITY,DistKMeq2zip
2019-03-09T15:50:32.990Z,33.126,-115.9986667,10.87,3,ml,91,27,0.145,0.21,ci,ci38261727,2019-04-08T13:11:47.040Z,"12km E of Ocotillo Wells, CA",earthquake,0.13,0.39,0.151,119,reviewed,ci,ci,92275,CA,Salton City,20.72477126
2019-03-08T19:04:51.419Z,41.5183,-118.7516,0,3,ml,4,98.6,0.92,0.224,nn,nn00679555,2019-04-06T21:09:38.040Z,"46km S of Denio Junction, Nevada",earthquake,,0,0.17,3,reviewed,nn,nn,89404,NV,Denio,55.87166905
2019-03-08T18:55:38.531Z,41.5681,-118.8219,0,3.3,ml,11,96.82,0.877,0.3033,nn,nn00679548,2019-04-06T20:57:13.040Z,"45km SSW of Denio Junction, Nevada",earthquake,,0,0.57,6,reviewed,nn,nn,89404,NV,Denio,63.74276515
2019-03-08T04:16:12.800Z,19.6553,-65.3158,75,3.43,md,15,320,1.5498,0.33,pr,pr2019067004,2019-04-03T03:22:49.040Z,"145km NNE of Vieques, Puerto Rico",earthquake,3.53,10.32,0.41,14,reviewed,pr,pr,00738,PR,Fajardo,147.4115817
2019-03-08T04:11:42.020Z,19.7421,-65.3768,30,3.35,md,17,299,1.5979,0.34,pr,pr2019067006,2019-04-03T03:20:37.040Z,"140km NNE of Vieques, Puerto Rico",earthquake,1.7,26.25,0.33,16,reviewed,pr,pr,00772,PR,Loiza,154.0786963
2019-03-07T15:35:11.360Z,38.0921667,-112.7745,6.23,3,ml,28,54,0.1764,0.23,uu,uu60315627,2019-04-05T21:58:09.040Z,"23km SSW of Beaver, Utah",earthquake,0.48,0.73,0.142,18,reviewed,uu,uu,84731,UT,Greenville,15.97243888
2019-03-07T05:06:47.130Z,19.7658,-66.523,32,3.03,md,19,267,1.2886,0.37,pr,pr2019066006,2019-04-04T10:12:23.040Z,"142km N of Arecibo, Puerto Rico",earthquake,1.99,23.2,0.36,16,reviewed,pr,pr,00652,PR,Garrochales,145.7484078
2019-03-06T05:50:44.970Z,19.7788,-63.9275,83,3.42,md,14,328,2.5239,0.28,pr,pr2019065004,2019-04-11T10:30:54.040Z,"179km NNE of Road Town, British Virgin Islands",earthquake,5.19,17.01,0.46,12,reviewed,pr,pr,00830,VI,St John,182.5489651
2019-03-05T20:56:02.390Z,36.2955,-83.7356667,17.07,3.37,md,33,37,0.1815,0.11,se,se60233907,2019-04-01T21:16:58.417Z,"7km NE of Maynardville, Tennessee",earthquake,0.32,0.46,0.195,31,reviewed,se,se,37807,TN,Maynardville,6.393702261
2019-03-04T19:16:13.050Z,29.0257,-97.2069,5,3,mb_lg,,207,0.764,0.48,us,us1000jaf7,2019-04-09T15:31:45.040Z,"11km SE of Cuero, Texas",earthquake,3,2,0.082,39,reviewed,us,us,77989,TX,Thomaston,6.038410922
2019-03-04T17:22:51.740Z,38.2803333,-108.911,0.76,4.49,mw,11,95,0.03542,0.18,uu,uu60315157,2019-04-10T15:46:29.305Z,"57km N of Dove Creek, Colorado",earthquake,0.48,0.9,,21,reviewed,uu,uu,81411,CO,Bedrock,7.939321851
2019-03-04T17:16:43.810Z,44.6931667,-110.0821667,6.01,3.32,ml,23,76,0.07057,0.14,uu,uu60315147,2019-03-05T19:12:33.040Z,"64km ENE of Old Faithful Geyser, Wyoming",earthquake,0.31,0.81,0.339,14,reviewed,uu,uu,59081,MT,Silver Gate,35.46219265
2019-03-04T12:55:15.129Z,52.3214,-113.9098,5,3.8,mwr,,46,2.993,1.07,us,us1000jabg,2019-04-15T12:17:32.040Z,"9km NW of Red Deer, Canada",earthquake,7.3,1.9,,39,reviewed,us,slm,59411,MT,Babb,382.4160084
2019-03-03T15:04:08.220Z,38.8951667,-122.6801667,3.43,3.09,ml,66,59,0.04401,0.08,nc,nc73147611,2019-03-17T21:14:48.154Z,"6km WSW of Lower Lake, CA",earthquake,0.16,0.4,0.176,41,reviewed,nc,nc,95457,CA,Lower Lake,4.724816754
2019-03-02T11:42:36.520Z,30.4041,-114.1033,10,4.2,mb,,155,0.901,1,us,us1000j9ut,2019-03-30T07:54:07.687Z,"98km SE of San Felipe, Mexico",earthquake,6.4,2,0.132,16,reviewed,us,us,85336,AZ,Gadsden,244.8214126
2019-03-02T05:55:56.600Z,40.2985,-124.5286667,19.5,3.79,mw,29,249,0.1862,0.13,nc,nc73147131,2019-03-22T06:55:40.040Z,"21km W of Petrolia, CA",earthquake,0.69,0.25,,4,reviewed,nc,nc,95558,CA,Petrolia,26.65572232
2019-03-01T00:15:23.350Z,35.7312,-97.566,5,3.1,mb_lg,,22,0.111,0.28,us,us1000j91d,2019-03-25T21:02:24.141Z,"11km NW of Edmond, Oklahoma",earthquake,0.8,1.9,0.053,94,reviewed,us,us,73003,OK,Edmond,8.673109225
2019-02-28T23:33:08.670Z,43.2634,-127.0925,10,3.2,ml,,240,2.267,0.75,us,us1000j90y,2019-03-01T03:28:25.040Z,"218km W of Bandon, Oregon",earthquake,10,2,0.046,62,reviewed,us,us,97464,OR,Ophir,217.8746066
2019-02-28T15:33:54.530Z,37.6432,-105.4965,5.72,3.3,mwr,,59,0.102,0.3,us,us1000j8pv,2019-04-09T15:33:22.040Z,"35km ENE of Alamosa East, Colorado",earthquake,1.2,6,,3,reviewed,us,slm,81066,CO,Walsenburg,15.38228429
2019-02-28T11:07:23.859Z,37.2918,-117.485,5,3.1,ml,29,60.2,0.141,0.1904,nn,nn00678983,2019-04-15T12:15:22.040Z,"51km SSW of Goldfield, Nevada",earthquake,,1.5,0.52,6,reviewed,nn,nn,89010,NV,Dyer,34.28884697
2019-02-28T09:34:06.840Z,19.6743,-64.5383,57,3.58,md,10,335,2.0162,0.21,pr,pr2019059008,2019-03-29T14:30:32.040Z,"140km N of Road Town, British Virgin Islands",earthquake,2.83,13.8,0.15,8,reviewed,pr,pr,00830,VI,St John,151.1894102
2019-02-28T03:38:55.900Z,37.633,-105.5672,5,3.4,ml,,70,0.124,0.81,us,us1000j8fs,2019-04-08T21:16:53.560Z,"29km NE of Alamosa East, Colorado",earthquake,1.8,2,0.097,32,reviewed,us,us,81146,CO,Mosca,18.13592367
2019-02-28T02:13:48.140Z,36.2719,-97.4989,5,3.2,mwr,,20,0.211,0.98,us,us1000j8f8,2019-03-31T23:02:34.040Z,"19km W of Perry, Oklahoma",earthquake,2.8,1.9,,9,reviewed,us,slm,73757,OK,Lucien,3.939490068
2019-02-27T13:01:06.160Z,36.8786,-97.9145,6.76,3.2,mwr,,80,0.051,0.23,us,us2000jpj2,2019-04-12T05:17:58.040Z,"17km WNW of Medford, Oklahoma",earthquake,1.1,1.5,,10,reviewed,us,slm,73771,OK,Wakita,0.936892328
2019-02-26T23:50:24.770Z,36.878,-97.9301,5,3.8,mwr,,71,0.062,0.48,us,us2000jpam,2019-04-08T20:55:51.732Z,"19km WNW of Medford, Oklahoma",earthquake,1.6,1.9,0.053,34,reviewed,us,us,73771,OK,Wakita,0.745025233
2019-02-26T22:46:40.340Z,19.6893,-65.41,18,3.39,md,10,298,1.6082,0.24,pr,pr2019057011,2019-03-08T05:23:42.040Z,"135km NNE of Vieques, Puerto Rico",earthquake,6.22,13.22,0.12,5,reviewed,pr,pr,00772,PR,Loiza,147.3574345
2019-02-26T19:31:33.670Z,32.0751667,-116.3485,16.46,3.01,ml,45,163,0.3473,0.22,ci,ci38475096,2019-03-19T22:11:56.040Z,"34km NE of Ensenada, B.C., MX",earthquake,0.34,0.82,0.125,21,reviewed,ci,ci,92179,CA,San Diego,77.00829895
2019-02-26T13:58:15.710Z,33.2258333,-116.7473333,10.23,3.26,ml,126,12,0.01393,0.2,ci,ci38474552,2019-03-11T14:07:56.040Z,"2km SE of Lake Henshaw, CA",earthquake,0.11,0.28,0.144,282,reviewed,ci,ci,91903,CA,Alpine,24.98208529
2019-02-26T09:51:34.320Z,33.893,-118.0883333,12.06,3.14,ml,144,18,0.04515,0.25,ci,ci38474368,2019-04-04T09:04:42.040Z,"2km SSW of Norwalk, CA",earthquake,0.14,0.38,0.191,301,reviewed,ci,ci,90650,CA,Norwalk,1.877484832
2019-02-25T18:31:35.100Z,36.2368333,-120.8115,6.78,3.04,ml,83,57,0.02247,0.12,nc,nc73145656,2019-03-19T23:52:45.040Z,"22km ENE of San Lucas, CA",earthquake,0.17,0.31,0.221,26,reviewed,nc,nc,93930,CA,King City,21.94987955
2019-02-25T18:27:10.630Z,30.3278,-114.3118,10,4.2,mb,,162,0.846,1.17,us,us2000jmya,2019-04-09T00:05:22.040Z,"91km SE of San Felipe, Mexico",earthquake,4,1.9,0.113,22,reviewed,us,us,85336,AZ,Gadsden,248.7910352
2019-02-24T21:05:12.470Z,40.3881667,-125.0716667,11.08,4.08,mw,83,238,0.5672,0.2,nc,nc73145321,2019-04-02T21:06:05.040Z,"67km W of Petrolia, CA",earthquake,0.81,1.93,,4,reviewed,nc,nc,95536,CA,Ferndale,68.49782641
2019-02-24T18:12:16.505Z,38.3635,-115.808,5.1,3,ml,66,71.8,0.721,0.265,nn,nn00678738,2019-04-06T19:08:34.040Z,"51km SW of Currant, Nevada",earthquake,,1.8,0.39,23,reviewed,nn,nn,89022,NV,Manhattan,57.67189331
2019-02-23T14:23:51.250Z,45.0286,-114.4034,10,3.2,ml,,74,1.007,1.07,us,us2000jm1x,2019-03-25T13:21:51.655Z,"43km WSW of Salmon, Idaho",earthquake,1.3,2,0.051,50,reviewed,us,us,83467,ID,Salmon,41.07441652
2019-02-23T09:31:10.540Z,40.4743333,-111.9496667,8.55,3.1,ml,33,48,0.0197,0.19,uu,uu60314012,2019-03-15T08:16:49.040Z,"1km SSW of Bluffdale, Utah",earthquake,0.34,0.5,0.241,17,reviewed,uu,uu,84065,UT,Riverton,5.316319899
2019-02-22T19:53:47.810Z,41.687,-109.754,-3.34,3.01,ml,10,101,0.0908,0.17,uu,uu60313962,2019-02-22T22:53:48.650Z,"29km NW of Green River, Wyoming",earthquake,0.76,1.33,0.219,16,reviewed,uu,uu,82929,WY,Little America,7.93478934
2019-02-22T19:04:50.950Z,44.98883333,-123.8375,43.99,3,ml,18,135,,0.2,uw,uw61512381,2019-03-19T16:14:28.040Z,"4km SE of Rose Lodge, Oregon",earthquake,0.56,0.91,0.131444965,8,reviewed,uw,uw,97368,OR,Otis,5.557731361
2019-02-22T06:44:20.810Z,45.9007,-111.3412,6.03,3.7,mwr,,67,0.007,0.56,us,us2000jldk,2019-04-17T02:58:07.031Z,"4km N of Manhattan, Montana",earthquake,1.2,5.7,0.06,27,reviewed,us,us,59741,MT,Manhattan,14.6207534
2019-02-22T03:50:37.193Z,39.0876,-115.6724,0,3,ml,20,70.85,0.656,0.2414,nn,nn00678610,2019-04-02T21:15:23.040Z,"42km NNW of Currant, Nevada",earthquake,,0,0.28,14,reviewed,nn,nn,89316,NV,Eureka,58.16345253
2019-02-20T11:51:00.520Z,31.6494,-104.3558,5,3.2,ml,,131,0.395,0.17,us,us2000jklt,2019-03-14T10:47:01.040Z,"71km W of Mentone, Texas",earthquake,1.5,1.8,0.062,34,reviewed,us,us,88263,NM,Malaga,65.13399568
2019-02-20T07:05:35.350Z,38.7375,-112.4965,8.22,4.04,ml,27,45,0.1335,0.18,uu,uu60313397,2019-04-15T23:41:16.580Z,"29km SSW of Fillmore, Utah",earthquake,0.33,0.6,0.137,22,reviewed,uu,uu,84637,UT,Kanosh,11.05824427
2019-02-20T00:38:12.000Z,19.6965,-65.3431,53,3.22,md,15,300,1.6346,0.57,pr,pr2019051001,2019-02-20T04:59:56.040Z,"148km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,5.75,27.83,0.54,7,reviewed,pr,pr,00772,PR,Loiza,150.6929587
2019-02-19T18:08:10.770Z,35.1046,-97.8624,5,3,mb_lg,,87,0.207,0.68,us,us2000jk3v,2019-03-19T04:35:21.343Z,"8km NE of Chickasha, Oklahoma",earthquake,0.9,1.8,0.054,90,reviewed,us,us,73089,OK,Tuttle,6.600342975
2019-02-18T23:56:56.310Z,19.6538,-65.08,48,3.2,md,7,336,1.696,0.41,pr,pr2019049015,2019-02-22T05:07:40.040Z,"127km N of Road Town, British Virgin Islands",earthquake,6.2,30.31,0.39,3,reviewed,pr,pr,00801,VI,St Thomas,148.5616702
2019-02-17T11:36:47.630Z,35.2863333,-118.5346667,6.86,3.43,ml,59,38,0.09329,0.14,ci,ci37533186,2019-04-23T03:08:58.809Z,"19km NNW of Tehachapi, CA",earthquake,0.12,0.42,0.152,313,reviewed,ci,ci,93531,CA,Keene,7.87334352
2019-02-17T09:55:24.160Z,38.3515,-122.3983333,7.99,3.7,mw,199,38,0.04764,0.13,nc,nc73143141,2019-03-23T04:51:06.040Z,"6km SSW of Yountville, CA",earthquake,0.09,0.14,,5,reviewed,nc,nc,94599,CA,Yountville,7.865922107
2019-02-16T22:05:30.740Z,38.732,-112.4938333,8.06,3.28,ml,23,68,0.1276,0.18,uu,uu60312977,2019-03-07T06:15:35.040Z,"30km SSW of Fillmore, Utah",earthquake,0.33,0.86,0.184,19,reviewed,uu,uu,84637,UT,Kanosh,11.57246212
2019-02-16T21:22:50.830Z,44.465,-111.0071667,8.19,3.09,ml,21,95,0.1235,0.19,uu,uu60312957,2019-03-07T05:41:14.040Z,"14km W of Old Faithful Geyser, Wyoming",earthquake,0.45,2.38,0.256,8,reviewed,uu,uu,83429,ID,Island Park,33.9663539
2019-02-16T13:58:58.810Z,31.6567,-104.3298,5,3,ml,,68,0.375,0.26,us,us2000jiv9,2019-03-17T13:11:04.040Z,"69km W of Mentone, Texas",earthquake,2.3,1.9,0.081,20,reviewed,us,us,88263,NM,Malaga,63.39690189
2019-02-15T12:09:51.250Z,40.4631667,-111.948,8.59,3.7,ml,51,28,0.009325,0.21,uu,uu60312667,2019-04-26T15:31:23.670Z,"3km SSW of Bluffdale, Utah",earthquake,0.31,0.42,0.216,21,reviewed,uu,uu,84065,UT,Riverton,6.076254376
2019-02-15T12:02:50.770Z,40.4641667,-111.9443333,8.76,3.18,ml,48,28,0.01166,0.2,uu,uu60312662,2019-03-22T13:48:50.677Z,"2km S of Bluffdale, Utah",earthquake,0.3,0.39,0.198,16,reviewed,uu,uu,84065,UT,Riverton,6.268613738
2019-02-15T06:27:37.370Z,50.6676,-130.0962,10,4,mb,,197,1.249,1.3,us,us2000jib9,2019-03-07T09:08:37.040Z,"189km W of Port Hardy, Canada",earthquake,5.4,1.9,0.138,14,reviewed,us,us,98357,WA,Neah Bay,473.4878818
2019-02-14T10:07:08.220Z,31.8955,-115.8555,9.38,3.07,ml,29,129,0.1344,0.25,ci,ci37530890,2019-04-01T11:18:39.040Z,"70km ENE of Maneadero, B.C., MX",earthquake,0.4,0.97,0.154,73,reviewed,ci,ci,92249,CA,Heber,99.89823646
2019-02-14T00:54:43.290Z,50.783,-129.987,10,4.1,mb,,177,1.187,1.18,us,us2000jhpm,2019-03-07T02:24:33.040Z,"181km W of Port Hardy, Canada",earthquake,6.8,1.9,0.081,42,reviewed,us,us,98357,WA,Neah Bay,473.8088297
2019-02-14T00:48:30.899Z,36.4105,-96.8711,5,3.2,mb_lg,,76,0.098,0.29,us,usd0009e9u,2019-04-27T22:13:06.040Z,"10km NW of Pawnee, Oklahoma",earthquake,1.6,1.7,0.058,77,reviewed,us,us,74650,OK,Ralston,15.92583272
2019-02-14T00:34:43.730Z,50.7098,-130.0867,10,5.3,mww,,144,1.244,0.74,us,usd0009e9t,2019-03-07T02:17:18.704Z,"188km W of Port Hardy, Canada",earthquake,5.5,1.8,0.03,108,reviewed,us,us,98357,WA,Neah Bay,475.3670163
2019-02-14T00:00:07.818Z,19.7882,-109.5691,10,4.4,mb,,103,1.678,0.97,us,us2000jhp0,2019-04-27T22:16:05.040Z,"186km NE of Socorro Island, Mexico",earthquake,6.6,1.9,0.076,50,reviewed,us,us,79845,TX,Presidio,1207.52399
2019-02-13T23:14:54.210Z,50.5387,-130.3124,10,4,mb,,167,1.392,1.16,us,us2000jhmy,2019-03-06T04:34:59.040Z,"205km W of Port Hardy, Canada",earthquake,5,1.8,0.196,7,reviewed,us,us,98357,WA,Neah Bay,479.5641856
2019-02-13T22:53:54.920Z,50.5088,-130.353,10,4.1,mb,,170,1.421,0.98,us,us2000jhmf,2019-03-06T04:17:55.040Z,"208km W of Port Hardy, Canada",earthquake,4.5,2,0.084,39,reviewed,us,us,98357,WA,Neah Bay,480.5102592
2019-02-13T22:13:14.750Z,40.3433,-126.574,10,3.4,ml,,254,1.712,0.66,us,us2000jhla,2019-03-06T04:01:36.822Z,"197km W of Ferndale, California",earthquake,8.4,2,0.047,60,reviewed,us,us,95536,CA,Ferndale,195.6556256
2019-02-13T16:39:49.890Z,35.5582,-97.1129,5,3.4,mb_lg,,68,0.042,0.29,us,us2000jh8n,2019-03-07T01:52:57.460Z,"8km NNE of Harrah, Oklahoma",earthquake,1,1.4,0.046,124,reviewed,us,us,73123,OK,Oklahoma City,8.459583845
2019-02-13T07:38:43.600Z,33.4888333,-116.8013333,6.18,3,ml,151,19,0.02349,0.23,ci,ci37530082,2019-03-19T13:16:25.040Z,"8km NE of Aguanga, CA",earthquake,0.1,0.35,0.169,186,reviewed,ci,ci,92586,CA,Sun City,1.563588833
2019-02-12T17:27:23.180Z,36.2935,-120.8381667,11.06,3.16,ml,78,54,0.08298,0.07,nc,nc73141190,2019-03-02T21:57:43.040Z,"20km SW of New Idria, CA",earthquake,0.19,0.25,0.188,34,reviewed,nc,nc,93930,CA,King City,21.73822483
2019-02-12T03:52:30.670Z,44.5321,-129.4464,10,4.2,mb,,200,3.962,0.43,us,us2000jgia,2019-03-25T00:11:26.040Z,Off the coast of Oregon,earthquake,9.8,2,0.076,48,reviewed,us,us,97369,OR,Otter Rock,426.5350312
2019-02-11T00:02:01.050Z,50.7226,-130.0961,10,4.1,mwr,,162,1.251,0.86,us,us2000jg5i,2019-04-25T15:32:06.040Z,"189km W of Port Hardy, Canada",earthquake,5.5,1.9,0.075,17,reviewed,us,us,98357,WA,Neah Bay,476.6792951
2019-02-10T17:12:23.980Z,33.705,-116.8305,16.78,3.39,ml,153,13,0.07618,0.2,ci,ci37527826,2019-04-25T15:32:05.040Z,"8km SE of Valle Vista, CA",earthquake,0.1,0.24,0.153,318,reviewed,ci,ci,92543,CA,Hemet,7.725503566
2019-02-10T16:03:25.780Z,19.6946,-66.5973,85,3.32,md,3,321,1.357,0.38,pr,pr2019041009,2019-04-25T15:32:05.040Z,"150km N of Hatillo, Puerto Rico",earthquake,6.11,12.92,0.05,2,reviewed,pr,pr,00659,PR,Hatillo,136.7192725
2019-02-08T07:23:37.310Z,46.5065,-81.1683,2.2,3.1,mb_lg,,127,2.174,0.58,us,us2000jf93,2019-04-25T15:31:54.040Z,"13km W of Greater Sudbury, Canada",earthquake,6.3,5.9,0.068,57,reviewed,us,us,49726,MI,Drummond Island,201.7043441
2019-02-07T16:41:24.540Z,34.704,-116.2861667,1.56,3.96,mw,96,27,0.113,0.18,ci,ci37523530,2019-04-25T15:31:50.040Z,"12km W of Ludlow, CA",earthquake,0.09,0.27,,6,reviewed,ci,ci,92356,CA,Lucerne Valley,10.38290229
2019-02-07T16:14:55.280Z,34.7075,-116.2861667,2.2,3.46,mw,78,27,0.1137,0.17,ci,ci37523410,2019-04-25T15:31:50.040Z,"12km W of Ludlow, CA",earthquake,0.09,0.25,,4,reviewed,ci,ci,92356,CA,Lucerne Valley,10.10973172
2019-02-07T08:24:37.820Z,34.7096667,-116.283,1.74,3.17,ml,76,31,0.1117,0.18,ci,ci37523026,2019-04-25T15:31:49.040Z,"11km W of Ludlow, CA",earthquake,0.1,0.26,0.142,267,reviewed,ci,ci,92356,CA,Lucerne Valley,9.734088274
2019-02-07T04:14:23.240Z,19.6983,-65.6885,53,3.24,md,12,324,1.4444,0.47,pr,pr2019038011,2019-02-07T09:19:26.219Z,"141km N of Vieques, Puerto Rico",earthquake,4.97,20.21,0.16,8,reviewed,pr,pr,00772,PR,Loiza,140.8470136
2019-02-06T22:06:20.730Z,45.8631,-111.3487,5,3,ml,,67,0.043,0.58,us,us2000jel4,2019-04-25T15:31:47.040Z,"1km WNW of Manhattan, Montana",earthquake,1.1,1.9,0.06,36,reviewed,us,us,59741,MT,Manhattan,10.40388143
2019-02-06T21:07:52.710Z,32.2676667,-115.0993333,24.8,3.33,ml,24,261,0.04031,0.28,ci,ci37522578,2019-04-25T15:31:47.040Z,"2km SSE of Guadalupe Victoria, B.C., MX",earthquake,0.71,0.69,0.164,177,reviewed,ci,ci,85336,AZ,Gadsden,42.22428963
2019-02-06T18:23:01.570Z,40.8465,-123.8395,25.83,4.39,mw,32,67,0.08586,0.13,nc,nc73138600,2019-04-25T15:31:47.040Z,"13km ESE of Blue Lake, CA",earthquake,0.26,0.59,,5,reviewed,nc,nc,95540,CA,Fortuna,6.394653348
2019-02-06T01:22:25.280Z,19.6631,-65.5628,64,3.34,md,16,293,1.4507,0.26,pr,pr2019037001,2019-04-25T15:31:44.040Z,"137km N of Vieques, Puerto Rico",earthquake,2.6,8.95,0.44,14,reviewed,pr,pr,00772,PR,Loiza,139.7302154
2019-02-04T18:19:20.900Z,40.7311667,-124.089,7.9,3.05,ml,24,77,0.06661,0.12,nc,nc73139526,2019-04-18T19:09:38.040Z,"5km E of Pine Hills, CA",earthquake,0.32,0.42,0.158,15,reviewed,nc,nc,95519,CA,Mckinleyville,9.843661776
2019-02-04T02:01:28.470Z,37.6358333,-118.8115,3.12,3,md,30,54,0.01947,0.04,nc,nc73139386,2019-04-18T19:09:36.040Z,"14km NW of Toms Place, CA",earthquake,0.26,0.32,0.186,41,reviewed,nc,nc,93546,CA,Mammoth Lakes,5.599053768
2019-02-04T00:05:06.510Z,40.3031667,-124.4968333,7.64,3.46,mw,27,250,0.1614,0.16,nc,nc73139371,2019-04-18T19:09:36.040Z,"18km W of Petrolia, CA",earthquake,0.37,0.55,,5,reviewed,nc,nc,95558,CA,Petrolia,23.94970398
2019-02-03T23:43:21.810Z,40.307,-124.4965,7.66,4.19,mw,30,250,0.1607,0.2,nc,nc73139366,2019-04-18T19:09:36.040Z,"18km W of Petrolia, CA",earthquake,0.58,0.67,,3,reviewed,nc,nc,95558,CA,Petrolia,23.9240488
2019-02-03T23:13:21.670Z,40.3031667,-124.4956667,7.36,3.11,ml,26,250,0.1605,0.16,nc,nc73139351,2019-04-18T19:09:36.040Z,"18km W of Petrolia, CA",earthquake,0.4,0.49,0.212,17,reviewed,nc,nc,95558,CA,Petrolia,23.85077567
2019-02-03T22:18:12.650Z,40.2893333,-124.4741667,7.33,4.48,mw,26,250,0.147,0.17,nc,nc73139336,2019-04-18T19:09:36.040Z,"16km WSW of Petrolia, CA",earthquake,0.56,0.54,,4,reviewed,nc,nc,95558,CA,Petrolia,22.08544796
2019-02-03T17:19:00.490Z,46.8102,-112.6216,5,3.4,ml,,79,0.147,0.68,us,us2000jctf,2019-04-18T19:09:12.040Z,"16km SSE of Lincoln, Montana",earthquake,3,2,0.05,52,reviewed,us,us,59639,MT,Lincoln,16.46361715
2019-02-03T17:11:17.260Z,46.8676,-112.6746,5,3.7,mwr,,50,0.088,0.79,us,us2000jcta,2019-04-18T19:09:12.040Z,"9km S of Lincoln, Montana",earthquake,2.2,2,0.075,17,reviewed,us,us,59639,MT,Lincoln,10.79256936
2019-02-03T05:00:59.670Z,29.2203,-97.5113,5,3,mb_lg,,129,0.447,0.49,us,us2000jcm8,2019-04-18T19:09:34.040Z,"25km WNW of Cuero, Texas",earthquake,6.8,2,0.069,48,reviewed,us,us,78159,TX,Smiley,14.51446787
2019-02-03T01:38:24.340Z,40.2955,-124.462,6.62,3.64,mw,29,250,0.1365,0.18,nc,nc73139181,2019-04-18T19:09:34.040Z,"15km WSW of Petrolia, CA",earthquake,0.45,0.6,,2,reviewed,nc,nc,95558,CA,Petrolia,21.01547197
2019-02-03T00:36:50.860Z,40.3076667,-124.4745,7,3.13,ml,26,250,0.1439,0.11,nc,nc73139166,2019-04-18T19:09:34.040Z,"16km W of Petrolia, CA",earthquake,0.33,0.44,0.197,17,reviewed,nc,nc,95558,CA,Petrolia,22.06011977
2019-02-02T20:19:17.400Z,32.7708333,-118.3463333,1.77,3.4,ml,24,233,0.1867,0.33,ci,ci38216855,2019-04-18T19:09:33.040Z,"6km S of San Clemente Is. (SE tip), CA",earthquake,1.19,1.36,0.167,283,reviewed,ci,ci,92624,CA,Capistrano Beach,99.22011019
2019-02-02T11:18:26.010Z,40.305,-124.469,7.38,3.05,ml,24,250,0.1401,0.15,nc,nc73139116,2019-04-18T19:09:32.040Z,"16km W of Petrolia, CA",earthquake,0.47,0.56,0.176,12,reviewed,nc,nc,95558,CA,Petrolia,21.58982421
2019-02-02T10:52:21.990Z,40.3006667,-124.4946667,6.44,4.3,mw,30,250,0.1601,0.15,nc,nc73139111,2019-04-18T19:09:31.040Z,"18km W of Petrolia, CA",earthquake,0.31,0.43,,4,reviewed,nc,nc,95558,CA,Petrolia,23.7683752
2019-02-02T02:27:29.858Z,40.6105,-115.9894,1.3,3.3,ml,11,110.65,0.414,0.1855,nn,nn00676619,2019-04-18T19:09:30.040Z,"15km SE of Carlin, Nevada",earthquake,,7.4,0.26,10,reviewed,nn,nn,89822,NV,Carlin,15.1492138
2019-02-01T22:14:49.090Z,19.6865,-68.125,39,3.09,md,10,254,1.2003,0.46,pr,pr2019032014,2019-04-18T19:09:14.040Z,"74km NNE of Punta Cana, Dominican Republic",earthquake,4.059,28.51,0.45,9,reviewed,pr,pr,00604,PR,Aguadilla,168.5203133
2019-02-01T08:58:32.620Z,39.5735,-107.3522,1.72,3.1,ml,,77,0.884,0.51,us,us2000jbqr,2019-04-18T19:09:28.040Z,"3km NW of Glenwood Springs, Colorado",earthquake,1.3,2.4,0.039,88,reviewed,us,us,81602,CO,Glenwood Springs,7.243230715
2019-01-31T21:38:13.690Z,19.6661,-68.1196,69,3.22,md,4,261,1.8137,0.46,pr,pr2019031026,2019-04-18T19:09:13.040Z,"63km NNE of Punta Cana, Dominican Republic",earthquake,8.73,21.26,0.12,4,reviewed,pr,pr,00604,PR,Aguadilla,166.3915124
2019-01-31T03:13:36.090Z,35.365,-117.8708333,2.65,3.17,ml,51,41,0.09949,0.19,ci,ci38213159,2019-04-18T19:09:25.040Z,"21km W of Johannesburg, CA",earthquake,0.16,0.46,0.145,276,reviewed,ci,ci,93554,CA,Randsburg,14.24860791
2019-01-31T00:16:48.840Z,23.9435,-109.0615,10,5.3,mww,,101,0.848,0.95,us,us2000jazu,2019-04-18T19:09:11.040Z,"117km NNE of San Jose del Cabo, Mexico",earthquake,5.7,1.8,0.04,61,reviewed,us,us,79845,TX,Presidio,779.8222753
2019-01-30T08:00:48.260Z,34.0281667,-117.2295,16.5,3.2,ml,162,15,0.02732,0.18,ci,ci38211423,2019-04-18T19:09:22.040Z,"4km SE of Loma Linda, CA",earthquake,0.1,0.22,0.15,311,reviewed,ci,ci,92346,CA,Highland,16.47069215
2019-01-30T02:40:12.280Z,34.4076667,-116.8918333,1.86,3.56,ml,114,29,0.07709,0.14,ci,ci38211175,2019-04-18T19:09:22.040Z,"8km ESE of Lucerne Valley, CA",earthquake,0.09,0.29,0.136,328,reviewed,ci,ci,92407,CA,San Bernardino,15.72291534
2019-01-30T00:34:53.090Z,40.429,-125.5036667,21.85,3.37,ml,58,264,0.8911,0.25,nc,nc73137916,2019-04-18T19:09:21.040Z,"104km W of Petrolia, CA",earthquake,2.89,7.54,0.29,23,reviewed,nc,nc,95536,CA,Ferndale,104.5719182
